@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
584,'2020/01/13 08:30:23:215',22,602.929688,4.793415,12.827155,3
585,'2020/01/13 08:30:23:965',22,215.332031,5.139326,14.099793,3
586,'2020/01/13 08:30:24:582',22,86.132813,1.021692,8.153015,3
587,'2020/01/13 08:30:25:232',22,0,0.418099,5.359302,3
588,'2020/01/13 08:30:25:882',22,215.332031,4.784951,15.143267,3
589,'2020/01/13 08:30:26:515',22,215.332031,0.198666,5.749722,3
590,'2020/01/13 08:30:26:965',22,387.597656,4.251731,9.562012,3
591,'2020/01/13 08:30:27:348',22,258.398438,5.042487,14.402579,3
592,'2020/01/13 08:30:27:715',22,387.597656,3.148579,8.830367,3
593,'2020/01/13 08:30:27:998',22,2325.585938,3.018495,7.875094,3
594,'2020/01/13 08:30:28:299',22,0,4.833758,13.000362,3
595,'2020/01/13 08:30:28:599',22,0,4.844909,12.27227,3
596,'2020/01/13 08:30:28:882',22,775.195313,4.583626,12.251209,3
597,'2020/01/13 08:30:29:149',22,301.464844,3.467015,10.336315,3
598,'2020/01/13 08:30:29:432',22,258.398438,1.829716,7.36887,3
599,'2020/01/13 08:30:29:699',22,344.53125,4.516762,11.514708,3
600,'2020/01/13 08:30:29:949',22,2497.851563,4.331561,11.764308,3
601,'2020/01/13 08:30:30:199',22,301.464844,4.136618,9.820741,3
602,'2020/01/13 08:30:30:432',22,3014.648438,0.056281,13.747737,3
603,'2020/01/13 08:30:30:666',22,387.597656,2.963211,7.581882,3
604,'2020/01/13 08:30:30:915',22,0,3.977163,10.361335,3
605,'2020/01/13 08:30:31:132',22,2411.71875,2.445399,6.790143,3
606,'2020/01/13 08:30:31:349',22,129.199219,4.926312,14.744414,3
607,'2020/01/13 08:30:31:582',22,301.464844,2.156212,8.559433,3
608,'2020/01/13 08:30:52:732',23,172.265625,3.449259,14.755343,2
609,'2020/01/13 08:30:53:282',23,0,2.745317,15.501338,2
610,'2020/01/13 08:30:53:866',23,172.265625,3.254438,10.656702,2
611,'2020/01/13 08:30:54:448',23,215.332031,3.008881,13.108624,2
612,'2020/01/13 08:30:55:032',23,258.398438,3.316254,14.277906,2
613,'2020/01/13 08:30:55:615',23,861.328125,3.023357,11.150124,2
614,'2020/01/13 08:30:56:232',23,215.332031,2.985273,12.37527,2
615,'2020/01/13 08:30:56:765',23,258.398438,1.461254,10.446748,2
616,'2020/01/13 08:30:57:282',23,430.664063,2.054981,11.887213,2
617,'2020/01/13 08:30:57:832',23,818.261719,1.394372,7.730304,2
618,'2020/01/13 08:30:58:381',23,861.328125,3.237437,11.805914,2
619,'2020/01/13 08:30:58:915',23,861.328125,2.538532,10.049296,2
620,'2020/01/13 08:30:59:465',23,818.261719,1.424756,7.201963,2
621,'2020/01/13 08:31:00:015',23,430.664063,2.045944,11.697636,2
622,'2020/01/13 08:31:00:565',23,430.664063,1.813835,10.856276,2
623,'2020/01/13 08:31:01:066',23,129.199219,3.432696,11.031246,2
624,'2020/01/13 08:31:01:615',23,387.597656,2.68626,13.73237,2
625,'2020/01/13 08:31:02:148',23,387.597656,1.82109,9.740573,2
626,'2020/01/13 08:31:02:665',23,473.730469,2.683211,8.795829,2
627,'2020/01/13 08:31:03:181',23,0,0.033477,6.756398,2
628,'2020/01/13 08:31:03:715',23,344.53125,2.774439,15.322807,2
629,'2020/01/13 08:31:04:232',23,387.597656,2.884292,14.202258,2
630,'2020/01/13 08:31:04:748',23,215.332031,3.162028,12.855473,2
631,'2020/01/13 08:31:05:282',23,344.53125,2.788556,14.896432,2
632,'2020/01/13 08:31:05:798',23,559.863281,3.363683,11.987921,2
633,'2020/01/13 08:31:06:315',23,430.664063,2.435527,12.716775,2
634,'2020/01/13 08:31:06:832',23,430.664063,2.960657,13.857398,2
635,'2020/01/13 08:31:07:331',23,387.597656,1.002365,13.11729,2
636,'2020/01/13 08:31:07:865',23,430.664063,2.645506,13.261781,2
637,'2020/01/13 08:31:08:365',23,430.664063,2.016588,8.026539,2
638,'2020/01/13 08:31:08:865',23,645.996094,0.296929,7.145267,2
639,'2020/01/13 08:31:09:382',23,430.664063,2.029553,11.570685,2
640,'2020/01/13 08:31:09:865',23,344.53125,2.720233,15.083226,2
641,'2020/01/13 08:31:10:348',23,387.597656,2.683578,9.730008,2
642,'2020/01/13 08:31:10:831',23,430.664063,1.537018,13.453357,2
643,'2020/01/13 08:31:11:331',23,430.664063,2.664581,13.579264,2
644,'2020/01/13 08:31:11:815',23,430.664063,2.75643,13.914473,2
645,'2020/01/13 08:31:14:415',23,387.597656,1.576974,9.286058,2
646,'2020/01/13 08:31:14:882',23,172.265625,1.113731,8.402684,2
647,'2020/01/13 08:31:15:382',23,215.332031,2.85528,10.537176,2
648,'2020/01/13 08:31:15:848',23,215.332031,2.976715,14.558396,2
649,'2020/01/13 08:31:16:282',23,818.261719,2.578399,9.95527,2
650,'2020/01/13 08:31:16:732',23,258.398438,2.243378,13.182798,2
651,'2020/01/13 08:31:17:165',23,430.664063,2.772567,13.516886,2
652,'2020/01/13 08:31:17:598',23,818.261719,2.438546,9.747555,2
653,'2020/01/13 08:31:18:032',23,258.398438,2.173221,13.577116,2
654,'2020/01/13 08:31:18:432',23,215.332031,2.474657,9.399809,2
655,'2020/01/13 08:31:18:832',23,387.597656,2.763263,14.605538,2
656,'2020/01/13 08:31:19:248',23,215.332031,3.024143,13.648359,2
657,'2020/01/13 08:31:19:632',23,387.597656,2.674073,13.489322,2
658,'2020/01/13 08:31:20:015',23,344.53125,1.824459,11.203569,2
659,'2020/01/13 08:31:20:365',23,732.128906,2.741099,9.617567,2
660,'2020/01/13 08:31:20:449',23,301.464844,0.700989,5.20489,2
661,'2020/01/13 08:31:20:732',23,258.398438,1.630529,11.773272,2
662,'2020/01/13 08:31:21:381',23,258.398438,1.478674,11.437882,2
663,'2020/01/13 08:31:21:882',23,645.996094,0.886664,6.068633,2
664,'2020/01/13 08:31:22:815',23,258.398438,1.230667,8.563061,2
665,'2020/01/13 08:31:23:199',23,1722.65625,1.140751,6.587987,2
666,'2020/01/13 08:31:23:282',23,258.398438,0.739,5.00173,2
667,'2020/01/13 08:31:23:615',23,387.597656,1.911901,9.994838,2
668,'2020/01/13 08:31:24:048',23,1722.65625,2.664844,9.552107,2
669,'2020/01/13 08:31:24:465',23,430.664063,2.459012,13.603519,2
670,'2020/01/13 08:31:24:848',23,258.398438,2.570559,13.372514,2
671,'2020/01/13 08:31:25:682',23,129.199219,3.699372,12.372315,2
672,'2020/01/13 08:31:26:182',23,172.265625,2.665724,12.142287,2
673,'2020/01/13 08:31:26:532',23,1722.65625,1.091333,6.805576,2
674,'2020/01/13 08:31:26:932',23,344.53125,2.122538,11.877528,2
675,'2020/01/13 08:31:27:282',23,301.464844,2.719089,14.449559,2
676,'2020/01/13 08:31:27:665',23,344.53125,2.470439,13.414391,2
677,'2020/01/13 08:31:28:032',23,387.597656,2.642518,14.509474,2
678,'2020/01/13 08:31:28:382',23,645.996094,0.387257,5.899486,2
679,'2020/01/13 08:31:28:749',23,172.265625,2.984256,12.731534,2
680,'2020/01/13 08:31:29:115',23,344.53125,2.465389,13.575768,2
681,'2020/01/13 08:31:29:481',23,258.398438,1.664466,11.353839,2
682,'2020/01/13 08:31:29:849',23,732.128906,1.76669,7.546472,2
683,'2020/01/13 08:31:30:181',23,172.265625,2.707603,10.510543,2
684,'2020/01/13 08:31:30:515',23,689.0625,0.50155,6.458698,2
685,'2020/01/13 08:31:31:082',23,0,0.122336,5.188716,2
686,'2020/01/13 08:31:31:449',23,818.261719,2.631022,11.21149,2
687,'2020/01/13 08:31:31:799',23,861.328125,2.643173,11.624792,2
688,'2020/01/13 08:31:32:165',23,387.597656,1.702396,9.47124,2
689,'2020/01/13 08:31:32:498',23,861.328125,3.01477,11.656562,2
690,'2020/01/13 08:31:32:831',23,301.464844,2.426557,13.911855,2
691,'2020/01/13 08:31:33:165',23,818.261719,2.779483,11.96155,2
692,'2020/01/13 08:31:33:482',23,258.398438,3.041995,14.6577,2
693,'2020/01/13 08:31:33:798',23,387.597656,3.666057,11.767334,2
694,'2020/01/13 08:31:34:115',23,818.261719,1.792381,11.621018,2
695,'2020/01/13 08:31:34:415',23,861.328125,3.0346,11.195071,2
696,'2020/01/13 08:31:34:765',23,775.195313,2.431397,13.032267,2
697,'2020/01/13 08:31:35:098',23,215.332031,2.580632,12.981736,2
698,'2020/01/13 08:31:35:415',23,818.261719,2.714101,12.607116,2
699,'2020/01/13 08:31:35:731',23,258.398438,2.568404,14.513226,2
700,'2020/01/13 08:31:36:048',23,775.195313,2.350049,13.453187,2
701,'2020/01/13 08:31:36:365',23,301.464844,3.779417,11.922805,2
702,'2020/01/13 08:31:36:682',23,818.261719,2.718938,12.444862,2
703,'2020/01/13 08:31:36:998',23,0,0.659029,9.315931,2
704,'2020/01/13 08:31:37:315',23,602.929688,1.189385,8.741338,2
705,'2020/01/13 08:31:37:632',23,990.527344,1.692455,10.180046,2
706,'2020/01/13 08:31:37:965',23,775.195313,2.722733,13.491428,2
707,'2020/01/13 08:31:38:282',23,818.261719,1.575947,9.120495,2
708,'2020/01/13 08:31:38:598',23,344.53125,3.633199,12.163899,2
709,'2020/01/13 08:31:38:882',23,775.195313,1.657148,9.256586,2
710,'2020/01/13 08:31:39:198',23,861.328125,2.8928,13.734309,2
711,'2020/01/13 08:31:39:532',23,990.527344,2.29382,12.875065,2
712,'2020/01/13 08:31:39:881',23,947.460938,2.947635,13.609032,2
713,'2020/01/13 08:31:40:415',23,904.394531,3.417589,13.731026,2
714,'2020/01/13 08:31:40:832',23,645.996094,2.565385,13.23105,2
715,'2020/01/13 08:31:41:182',23,775.195313,2.835684,14.116298,2
716,'2020/01/13 08:31:41:515',23,430.664063,2.806538,9.982964,2
717,'2020/01/13 08:31:41:865',23,990.527344,1.609334,9.975541,2
718,'2020/01/13 08:31:42:181',23,215.332031,1.828457,8.305069,2
719,'2020/01/13 08:31:42:499',23,1507.324219,2.589732,8.341117,2
720,'2020/01/13 08:31:42:798',23,1765.722656,1.146362,5.658803,2
721,'2020/01/13 08:31:43:099',23,1765.722656,2.942791,8.742936,2
722,'2020/01/13 08:31:43:415',23,947.460938,1.579537,7.375646,2
723,'2020/01/13 08:31:43:715',23,1421.191406,2.119852,7.370645,2
724,'2020/01/13 08:31:44:032',23,129.199219,1.628573,6.545316,2
725,'2020/01/13 08:31:44:315',23,129.199219,2.865103,10.299084,2
726,'2020/01/13 08:31:44:615',23,344.53125,2.982019,9.531539,2
727,'2020/01/13 08:31:44:932',23,947.460938,1.833044,8.605062,2
728,'2020/01/13 08:31:45:215',23,1507.324219,0.315775,6.291237,2
729,'2020/01/13 08:31:45:515',23,559.863281,1.916222,8.049713,2
730,'2020/01/13 08:31:45:782',23,344.53125,2.932841,9.659346,2
731,'2020/01/13 08:31:46:082',23,258.398438,2.025711,10.6094,2
732,'2020/01/13 08:31:46:381',23,559.863281,1.635592,6.536615,2
733,'2020/01/13 08:31:46:665',23,301.464844,2.937458,12.0662,2
734,'2020/01/13 08:31:46:931',23,1464.257813,2.972933,9.293405,2
735,'2020/01/13 08:31:47:231',23,645.996094,1.16813,6.472855,2
736,'2020/01/13 08:31:47:515',23,301.464844,2.943157,9.598081,2
737,'2020/01/13 08:31:47:798',23,645.996094,2.165181,7.467376,2
738,'2020/01/13 08:31:48:431',23,602.929688,0.752178,6.413788,2
739,'2020/01/13 08:31:48:931',23,689.0625,3.340385,13.040789,2
740,'2020/01/13 08:31:49:315',23,172.265625,3.077615,10.478419,2
741,'2020/01/13 08:31:49:782',23,732.128906,1.856794,9.457458,2
742,'2020/01/13 08:31:50:182',23,689.0625,1.947503,10.009964,2
743,'2020/01/13 08:31:50:581',23,86.132813,2.725919,12.809888,2
744,'2020/01/13 08:31:50:965',23,172.265625,3.018379,10.682429,2
745,'2020/01/13 08:31:51:348',23,172.265625,2.921541,8.679507,2
746,'2020/01/13 08:31:51:715',23,215.332031,2.607234,7.977423,2
747,'2020/01/13 08:31:52:065',23,129.199219,2.468452,10.884683,2
748,'2020/01/13 08:31:52:115',23,689.0625,1.332065,6.132408,2
749,'2020/01/13 08:31:52:415',23,129.199219,2.242255,9.859803,2
750,'2020/01/13 08:31:53:865',23,1722.65625,1.820009,8.521853,2
751,'2020/01/13 08:31:54:265',23,301.464844,1.578085,9.246449,2
752,'2020/01/13 08:31:54:598',23,172.265625,3.818249,11.403756,2
753,'2020/01/13 08:31:54:931',23,215.332031,2.209379,11.233025,2
754,'2020/01/13 08:31:55:231',23,172.265625,3.590977,10.908159,2
755,'2020/01/13 08:31:55:532',23,516.796875,1.452479,7.23671,2
756,'2020/01/13 08:31:55:865',23,172.265625,2.095993,9.685645,2
757,'2020/01/13 08:31:56:182',23,904.394531,1.813849,10.056504,2
758,'2020/01/13 08:31:56:481',23,129.199219,2.7256,10.1166,2
759,'2020/01/13 08:31:56:765',23,129.199219,1.819513,7.933224,2
760,'2020/01/13 08:31:56:798',23,86.132813,0.998949,6.60134,2
761,'2020/01/13 08:31:57:048',23,430.664063,2.606541,7.525583,2
762,'2020/01/13 08:31:57:332',23,1765.722656,2.582808,7.704895,2
763,'2020/01/13 08:31:57:615',23,215.332031,2.035706,9.681805,2
764,'2020/01/13 08:31:57:881',23,1722.65625,1.739089,7.252312,2
765,'2020/01/13 08:31:58:182',23,129.199219,1.662625,7.557742,2
766,'2020/01/13 08:31:58:432',23,86.132813,1.913546,9.23485,2
767,'2020/01/13 08:31:58:682',23,172.265625,2.373358,9.927485,2
768,'2020/01/13 08:31:58:932',23,129.199219,1.389866,6.224657,2
769,'2020/01/13 08:31:59:182',23,129.199219,1.713854,7.097214,2
770,'2020/01/13 08:31:59:415',23,1464.257813,1.758593,7.289328,2
771,'2020/01/13 08:31:59:664',23,387.597656,2.440844,6.955171,2
772,'2020/01/13 08:31:59:932',23,86.132813,1.374431,6.40417,2
773,'2020/01/13 08:32:00:448',23,86.132813,0.386834,5.977179,2
774,'2020/01/13 08:32:00:931',23,215.332031,1.802624,8.780581,2
775,'2020/01/13 08:32:01:331',23,258.398438,1.835661,9.997517,2
776,'2020/01/13 08:32:01:732',23,559.863281,1.390408,7.66759,2
777,'2020/01/13 08:32:02:099',23,258.398438,2.425194,11.550227,2
778,'2020/01/13 08:32:02:464',23,129.199219,1.521349,7.770671,2
779,'2020/01/13 08:32:02:798',23,689.0625,1.025586,7.615932,2
780,'2020/01/13 08:32:03:132',23,990.527344,1.760689,10.396563,2
781,'2020/01/13 08:32:03:448',23,732.128906,1.29366,7.960007,2
782,'2020/01/13 08:32:03:764',23,904.394531,2.304611,10.442503,2
783,'2020/01/13 08:32:04:064',23,904.394531,2.420005,11.485656,2
784,'2020/01/13 08:32:04:365',23,947.460938,1.909206,9.90537,2
785,'2020/01/13 08:32:04:648',23,689.0625,2.484787,9.151464,2
786,'2020/01/13 08:32:04:965',23,559.863281,1.941718,11.449788,2
787,'2020/01/13 08:32:05:265',23,990.527344,1.885062,10.38219,2
788,'2020/01/13 08:32:05:532',23,645.996094,2.876496,10.560339,2
789,'2020/01/13 08:32:05:815',23,732.128906,0.952511,7.609028,2
790,'2020/01/13 08:32:06:114',23,861.328125,3.134219,11.177557,2
791,'2020/01/13 08:32:06:381',23,818.261719,1.156738,8.748981,2
792,'2020/01/13 08:32:06:698',23,559.863281,2.328559,13.270803,2
793,'2020/01/13 08:32:06:965',23,559.863281,2.236122,12.273809,2
794,'2020/01/13 08:32:07:232',23,775.195313,0.930816,7.645411,2
795,'2020/01/13 08:32:07:532',23,947.460938,1.487693,9.713408,2
796,'2020/01/13 08:32:07:815',23,947.460938,2.397992,12.016496,2
797,'2020/01/13 08:32:08:081',23,775.195313,0.903736,7.751195,2
798,'2020/01/13 08:32:08:382',23,947.460938,2.433023,12.313234,2
799,'2020/01/13 08:32:08:664',23,904.394531,2.400057,10.805504,2
800,'2020/01/13 08:32:08:932',23,732.128906,2.52779,9.099814,2
801,'2020/01/13 08:32:09:214',23,990.527344,1.472359,8.231394,2
802,'2020/01/13 08:32:09:482',23,818.261719,2.179983,12.298341,2
803,'2020/01/13 08:32:09:764',23,947.460938,2.328821,11.178044,2
804,'2020/01/13 08:32:10:032',23,947.460938,1.813365,9.239834,2
805,'2020/01/13 08:32:10:281',23,904.394531,2.639605,11.701209,2
806,'2020/01/13 08:32:10:565',23,947.460938,1.336389,8.292348,2
807,'2020/01/13 08:32:10:814',23,818.261719,2.251725,10.559483,2
808,'2020/01/13 08:32:11:082',23,775.195313,2.433998,9.242996,2
809,'2020/01/13 08:32:11:348',23,732.128906,2.589545,9.600523,2
810,'2020/01/13 08:32:11:599',23,818.261719,1.956268,11.45741,2
811,'2020/01/13 08:32:11:865',23,861.328125,2.213275,11.711514,2
812,'2020/01/13 08:32:12:132',23,732.128906,2.090644,8.195701,2
813,'2020/01/13 08:32:12:382',23,861.328125,2.10417,11.840316,2
814,'2020/01/13 08:32:12:648',23,172.265625,2.468181,10.615504,2
815,'2020/01/13 08:32:12:898',23,775.195313,2.672812,9.793874,2
816,'2020/01/13 08:32:13:148',23,645.996094,0.328868,6.258539,2
817,'2020/01/13 08:32:13:398',23,172.265625,2.291913,11.71506,2
818,'2020/01/13 08:32:13:648',23,775.195313,2.536896,9.750813,2
819,'2020/01/13 08:32:13:882',23,129.199219,3.354267,14.38951,2
820,'2020/01/13 08:32:30:457',24,215.332031,0.736663,6.727021,1
821,'2020/01/13 08:32:31:040',24,258.398438,0.677414,8.703022,1
822,'2020/01/13 08:32:31:622',24,129.199219,0.485478,6.58745,1
823,'2020/01/13 08:32:32:189',24,86.132813,0.416359,5.1589,1
824,'2020/01/13 08:32:32:756',24,172.265625,0.486586,6.380375,1
825,'2020/01/13 08:32:33:272',24,172.265625,0.850696,7.79226,1
826,'2020/01/13 08:32:33:789',24,301.464844,0.789909,10.489635,1
827,'2020/01/13 08:32:34:289',24,258.398438,0.600342,6.661162,1
828,'2020/01/13 08:32:34:773',24,258.398438,0.711517,9.955278,1
829,'2020/01/13 08:32:35:272',24,129.199219,0.603189,7.787102,1
830,'2020/01/13 08:32:35:823',24,215.332031,0.799438,9.547702,1
831,'2020/01/13 08:32:36:306',24,129.199219,0.542275,6.985791,1
832,'2020/01/13 08:32:36:823',24,258.398438,0.71333,9.266612,1
833,'2020/01/13 08:32:37:323',24,301.464844,0.793848,10.769065,1
834,'2020/01/13 08:32:37:790',24,258.398438,0.839707,7.901922,1
835,'2020/01/13 08:32:38:240',24,258.398438,0.973912,8.61821,1
836,'2020/01/13 08:32:38:739',24,215.332031,1.06192,8.153184,1
837,'2020/01/13 08:32:39:223',24,258.398438,1.141185,10.577388,1
838,'2020/01/13 08:32:39:690',24,172.265625,0.823668,8.256989,1
839,'2020/01/13 08:32:40:172',24,129.199219,0.801384,8.475151,1
840,'2020/01/13 08:32:40:639',24,129.199219,0.630562,7.094121,1
841,'2020/01/13 08:32:41:115',24,258.398438,0.585516,5.494163,1
842,'2020/01/13 08:32:41:598',24,172.265625,0.720063,7.527265,1
843,'2020/01/13 08:32:42:064',24,215.332031,0.878836,7.051896,1
844,'2020/01/13 08:32:42:548',24,258.398438,0.99858,8.734096,1
845,'2020/01/13 08:32:43:014',24,301.464844,0.583727,6.998648,1
846,'2020/01/13 08:32:43:481',24,215.332031,0.561501,5.083798,1
847,'2020/01/13 08:32:43:965',24,258.398438,0.912161,10.07262,1
848,'2020/01/13 08:32:44:432',24,129.199219,0.518049,5.624278,1
849,'2020/01/13 08:32:44:948',24,258.398438,0.816225,9.426525,1
850,'2020/01/13 08:32:45:381',24,129.199219,0.554842,6.18299,1
851,'2020/01/13 08:32:45:848',24,258.398438,0.267948,5.383128,1
852,'2020/01/13 08:32:46:299',24,258.398438,0.552354,6.891608,1
853,'2020/01/13 08:32:46:748',24,129.199219,0.640198,6.523571,1
854,'2020/01/13 08:32:47:232',24,172.265625,0.795401,7.603422,1
855,'2020/01/13 08:32:47:681',24,215.332031,0.82743,6.250778,1
856,'2020/01/13 08:32:48:164',24,172.265625,0.652319,7.410239,1
857,'2020/01/13 08:32:48:582',24,215.332031,0.769767,5.621512,1
858,'2020/01/13 08:32:49:031',24,258.398438,0.678683,8.73384,1
859,'2020/01/13 08:32:49:615',24,258.398438,0.516592,6.85626,1
860,'2020/01/13 08:32:49:964',24,215.332031,0.469162,5.177027,1
861,'2020/01/13 08:32:50:132',24,258.398438,0.472545,5.040732,1
862,'2020/01/13 08:32:50:631',24,258.398438,1.086966,10.029293,1
863,'2020/01/13 08:32:51:081',24,258.398438,0.913703,8.051041,1
864,'2020/01/13 08:32:51:581',24,172.265625,0.569964,5.372459,1
865,'2020/01/13 08:32:52:081',24,215.332031,0.570687,6.310681,1
866,'2020/01/13 08:32:53:065',24,258.398438,0.561118,5.67235,1
867,'2020/01/13 08:32:53:615',24,215.332031,0.428043,5.058001,1
868,'2020/01/13 08:32:54:598',24,215.332031,0.499139,5.760591,1
869,'2020/01/13 08:32:54:699',24,215.332031,0.381474,5.152025,1
870,'2020/01/13 08:33:00:398',24,215.332031,0.59295,5.583057,1
871,'2020/01/13 08:33:00:598',24,258.398438,0.592838,5.222576,1
872,'2020/01/13 08:33:00:998',24,258.398438,0.522906,5.986143,1
873,'2020/01/13 08:33:01:065',24,215.332031,0.43079,5.087189,1
874,'2020/01/13 08:33:04:382',24,258.398438,0.495279,6.694224,1
875,'2020/01/13 08:33:04:915',24,172.265625,0.901531,10.632092,1
876,'2020/01/13 08:33:05:532',24,258.398438,0.503342,6.394067,1
877,'2020/01/13 08:33:06:565',24,258.398438,0.408191,5.311869,1
878,'2020/01/13 08:33:07:098',24,172.265625,0.497462,5.248335,1
879,'2020/01/13 08:33:07:632',24,258.398438,0.836783,8.753207,1
880,'2020/01/13 08:33:08:148',24,215.332031,0.890434,7.787102,1
881,'2020/01/13 08:33:08:683',24,258.398438,0.499577,5.000493,1
882,'2020/01/13 08:33:09:182',24,215.332031,0.572193,5.702503,1
883,'2020/01/13 08:33:09:482',24,215.332031,0.420925,5.23371,1
884,'2020/01/13 08:33:09:698',24,172.265625,0.4367,5.019386,1
885,'2020/01/13 08:33:10:215',24,258.398438,0.503467,6.282859,1
886,'2020/01/13 08:33:10:731',24,258.398438,0.590918,5.961644,1
887,'2020/01/13 08:33:11:248',24,215.332031,0.521518,5.023445,1
888,'2020/01/13 08:33:11:749',24,258.398438,0.611892,6.327559,1
889,'2020/01/13 08:33:12:265',24,258.398438,0.438157,5.769674,1
890,'2020/01/13 08:33:12:366',24,215.332031,0.405812,5.113488,1
891,'2020/01/13 08:33:12:415',24,258.398438,0.470594,5.006174,1
892,'2020/01/13 08:33:12:748',24,215.332031,0.642177,6.47775,1
893,'2020/01/13 08:33:13:232',24,172.265625,0.500705,5.475432,1
894,'2020/01/13 08:33:13:748',24,258.398438,0.645955,6.939326,1
895,'2020/01/13 08:33:14:265',24,172.265625,0.525536,5.945598,1
896,'2020/01/13 08:33:14:732',24,258.398438,0.829208,6.662353,1
897,'2020/01/13 08:33:16:215',24,258.398438,0.492123,5.570082,1
898,'2020/01/13 08:33:16:698',24,172.265625,0.433543,5.638526,1
899,'2020/01/13 08:33:17:682',24,215.332031,0.546136,5.901425,1
900,'2020/01/13 08:33:18:616',24,258.398438,0.531707,6.059231,1
901,'2020/01/13 08:33:19:565',24,215.332031,0.482889,5.014517,1
902,'2020/01/13 08:33:19:981',24,258.398438,0.40854,5.031298,1
903,'2020/01/13 08:33:20:831',24,258.398438,0.549001,5.675683,1
904,'2020/01/13 08:33:21:332',24,215.332031,0.402308,5.034005,1
905,'2020/01/13 08:33:21:898',24,258.398438,0.639823,5.986319,1
906,'2020/01/13 08:33:22:366',24,258.398438,0.58558,5.858879,1
907,'2020/01/13 08:33:22:515',24,215.332031,0.409959,5.308007,1
908,'2020/01/13 08:33:35:681',25,1335.058594,0.8798,7.148052,4
909,'2020/01/13 08:33:36:298',25,1076.660156,0.87674,7.592729,4
910,'2020/01/13 08:33:36:381',25,1162.792969,0.820826,6.249945,4
911,'2020/01/13 08:33:36:931',25,1076.660156,0.685636,6.219233,4
912,'2020/01/13 08:33:37:598',25,1033.59375,0.666838,6.2544,4
913,'2020/01/13 08:33:38:331',25,1421.191406,0.760208,5.342819,4
914,'2020/01/13 08:33:38:898',25,1119.726563,0.8337,7.534781,4
915,'2020/01/13 08:33:38:949',25,1378.125,0.842974,6.389442,4
916,'2020/01/13 08:33:39:448',25,1033.59375,0.623933,5.699792,4
917,'2020/01/13 08:33:39:481',25,1076.660156,1.128571,9.066185,4
918,'2020/01/13 08:33:39:532',25,1421.191406,0.791845,5.093654,4
919,'2020/01/13 08:33:40:098',25,1421.191406,0.776149,6.270505,4
920,'2020/01/13 08:33:42:431',25,1378.125,1.257898,9.167109,4
921,'2020/01/13 08:33:43:881',25,1291.992188,0.559632,5.127213,4
922,'2020/01/13 08:33:44:432',25,1119.726563,0.524415,5.299967,4
923,'2020/01/13 08:33:44:465',25,1076.660156,0.639416,5.699733,4
924,'2020/01/13 08:33:44:982',25,1119.726563,0.956286,7.64655,4
925,'2020/01/13 08:33:45:014',25,1205.859375,0.624477,5.40004,4
926,'2020/01/13 08:33:45:548',25,1076.660156,0.990978,8.531268,4
927,'2020/01/13 08:33:45:598',25,1205.859375,0.475863,5.919643,4
928,'2020/01/13 08:33:46:098',25,1119.726563,0.76333,7.655134,4
929,'2020/01/13 08:33:47:215',25,1119.726563,0.631076,5.582785,4
930,'2020/01/13 08:33:47:298',25,1335.058594,0.804036,6.489998,4
931,'2020/01/13 08:33:47:781',25,990.527344,0.560201,5.465636,4
932,'2020/01/13 08:33:47:898',25,1076.660156,1.326145,11.798972,4
933,'2020/01/13 08:33:48:448',25,1033.59375,0.54124,5.171732,4
934,'2020/01/13 08:33:48:998',25,1033.59375,0.619659,6.003554,4
935,'2020/01/13 08:33:49:998',25,1162.792969,1.062999,9.585655,4
936,'2020/01/13 08:33:50:531',25,1205.859375,0.750641,6.481341,4
937,'2020/01/13 08:33:51:048',25,1205.859375,0.652742,6.030494,4
938,'2020/01/13 08:33:51:098',25,1335.058594,0.807885,6.147204,4
939,'2020/01/13 08:33:51:615',25,1205.859375,0.553498,5.615548,4
940,'2020/01/13 08:33:51:648',25,1335.058594,0.663981,6.061105,4
941,'2020/01/13 08:33:52:164',25,1162.792969,0.971596,6.275238,4
942,'2020/01/13 08:33:52:698',25,1421.191406,1.488457,10.324992,4
943,'2020/01/13 08:33:53:982',25,1248.925781,0.60957,5.080512,4
944,'2020/01/13 08:33:54:648',25,1291.992188,0.945759,7.972942,4
945,'2020/01/13 08:33:55:198',25,1291.992188,0.959045,7.883008,4
946,'2020/01/13 08:33:55:731',25,1378.125,0.681291,5.942379,4
947,'2020/01/13 08:33:56:264',25,1162.792969,0.803363,7.223825,4
948,'2020/01/13 08:33:56:314',25,1335.058594,0.913668,6.54917,4
949,'2020/01/13 08:33:56:814',25,1162.792969,1.256445,10.43846,4
950,'2020/01/13 08:33:57:715',25,1421.191406,1.244888,10.66121,4
951,'2020/01/13 08:33:58:631',25,1507.324219,1.105347,10.363155,4
952,'2020/01/13 08:33:59:081',25,1507.324219,0.657062,5.666398,4
953,'2020/01/13 08:33:59:564',25,1550.390625,0.852943,6.571808,4
954,'2020/01/13 08:33:59:632',25,1593.457031,0.723198,5.81265,4
955,'2020/01/13 08:34:00:014',25,1550.390625,0.670577,5.134001,4
956,'2020/01/13 08:34:00:498',25,1550.390625,1.447232,11.55423,4
